"(*sync.Pool).Get" "internal/race.Disable"
"(*go/types.Checker).stmt" "(*go/types.Checker).suspendedCall"
"(*go/types.Checker).stmt" "(*go/types.Checker).suspendedCall"
"(*go/types.Checker).stmt" "(*go/types.Tuple).Len"
"(*go/types.Checker).stmt" "(*go/types.Tuple).Len"
"(*go/types.Checker).stmt" "(*go/types.environment).lookup"
"(*go/types.Checker).stmt" "(*go/types.Checker).errorf"
"(*go/types.Checker).stmt" "(*go/types.Checker).errorf"
"(*go/types.Checker).stmt" "(*go/types.Checker).initVars"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).stmt" "(*go/types.Checker).errorf"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).stmt" "(*go/types.Checker).openScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).closeScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).stmtList"
"(*go/types.Checker).stmt" "(*go/types.Checker).openScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).closeScope"
"(*go/types.Checker).simpleStmt" "(*go/types.Checker).stmt"
"(*go/types.Checker).stmt" "(*go/types.Checker).simpleStmt"
"(*go/types.Checker).stmt" "(*go/types.Checker).expr"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).stmt" "(*go/types.Checker).stmt"
"(*go/types.Checker).stmt" "go/types.allBoolean"
"(*go/types.Checker).stmt" "(*go/types.Checker).stmt"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).stmt" "(*go/types.Checker).openScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).closeScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).simpleStmt"
"(*go/types.Checker).stmt" "(*go/types.Checker).expr"
"(*go/types.Checker).stmt" "(*go/types.Checker).assignment"
"(*go/types.Checker).multipleDefaults" "(*go/types.Checker).error"
"(*go/types.Checker).multipleDefaults" "(*go/ast.BlockStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.LabeledStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.AssignStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.SendStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.IncDecStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.ReturnStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.BranchStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.IfStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.SwitchStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.CaseClause).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.TypeSwitchStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.ForStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/token.FileSet).Position"
"(*go/types.Checker).multipleDefaults" "(*go/types.Checker).errorf"
"(*go/types.Checker).multipleDefaults" "(*go/ast.RangeStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.DeclStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.SelectStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.EmptyStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.BadStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.ExprStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.GoStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.DeferStmt).Pos"
"(*go/types.Checker).multipleDefaults" "(*go/ast.CommClause).Pos"
"(*go/types.Checker).stmt" "(*go/types.Checker).multipleDefaults"
"(*go/types.Checker).stmt" "go/constant.MakeBool"
"(*go/types.Checker).stmt" "(*go/types.Checker).errorf"
"(*go/types.Checker).stmt" "go/types.hasNil"
"(*go/types.Checker).stmt" "go/types.Comparable"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).caseValues" "(*go/types.Checker).expr"
"(*go/types.Checker).caseValues" "(*go/types.Checker).convertUntyped"
"(*go/types.Checker).caseValues" "(*go/types.Checker).comparison"
"go/types.goVal" "go/constant.Float64Val"
"go/types.goVal" "(go/constant.floatVal).Kind"
"go/types.goVal" "go/constant.StringVal"
"go/types.goVal" "(go/constant.unknownVal).Kind"
"go/types.goVal" "(go/constant.int64Val).Kind"
"go/types.goVal" "(go/constant.boolVal).Kind"
"go/types.goVal" "(go/constant.complexVal).Kind"
"go/types.goVal" "go/constant.Int64Val"
"go/types.goVal" "(go/constant.intVal).Kind"
"go/types.goVal" "go/constant.Uint64Val"
"go/types.goVal" "(go/constant.ratVal).Kind"
"go/types.goVal" "(*go/constant.stringVal).Kind"
"(*go/types.Checker).caseValues" "go/types.goVal"
"(*go/types.Checker).caseValues" "go/types.Identical"
"(*go/types.Checker).caseValues" "(*go/types.operand).Pos"
"(*go/types.Checker).caseValues" "(*go/types.Checker).errorf"
"(*go/types.Checker).caseValues" "(*go/types.Checker).error"
"(*go/types.Checker).stmt" "(*go/types.Checker).caseValues"
"(*go/types.Checker).stmt" "(*go/types.Checker).openScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).stmtList"
"(*go/types.Checker).stmt" "(*go/types.Checker).closeScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).openScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).closeScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).simpleStmt"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).stmt" "(*go/types.Checker).softErrorf"
"(*go/types.Checker).stmt" "(*go/types.Checker).recordDef"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).stmt" "(*go/types.Checker).expr"
"(*go/types.Checker).stmt" "go/types.isTypeParam"
"(*go/types.Checker).stmt" "(*go/types.Checker).errorf"
"(*go/types.Checker).stmt" "(*go/types.Checker).multipleDefaults"
"(*go/types.Checker).stmt" "go/types.under"
"(*go/types.Checker).stmt" "(*go/types.Checker).errorf"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).isNil" "go/types.unparen"
"(*go/types.Checker).isNil" "(*go/types.environment).lookup"
"(*go/types.Checker).caseTypes" "(*go/types.Checker).isNil"
"(*go/types.Checker).caseTypes" "(*go/types.Checker).expr"
"(*go/types.Checker).caseTypes" "(*go/types.Checker).varType"
"(*go/types.Checker).caseTypes" "go/types.isValid"
"(*go/types.Checker).caseTypes" "go/types.Identical"
"(*go/types.Checker).caseTypes" "go/types.TypeString"
"(*go/types.Checker).caseTypes" "(*go/types.Checker).errorf"
"(*go/types.Checker).caseTypes" "(*go/types.Checker).error"
"(*go/types.Checker).caseTypes" "(*go/types.Checker).typeAssertion"
"(*go/types.Checker).stmt" "(*go/types.Checker).caseTypes"
"(*go/types.Checker).stmt" "(*go/types.Checker).openScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).stmtList"
"(*go/types.Checker).stmt" "(*go/types.Checker).closeScope"
"(*go/types.Checker).stmt" "(*go/ast.Ident).Pos"
"(*go/types.Checker).stmt" "go/types.NewVar"
"(*go/types.Checker).stmt" "(*go/ast.CaseClause).Pos"
"(*go/types.Checker).stmt" "(*go/ast.Ident).End"
"(*go/types.Checker).stmt" "(*go/ast.BasicLit).End"
"(*go/types.Checker).stmt" "(*go/ast.FuncType).End"
"(*go/types.Checker).stmt" "(*go/ast.SelectorExpr).End"
"(*go/types.Checker).stmt" "(*go/ast.CallExpr).End"
"(*go/types.Checker).stmt" "(*go/ast.IndexExpr).End"
"(*go/types.Checker).stmt" "(*go/ast.IndexListExpr).End"
"(*go/types.Checker).stmt" "(*go/ast.Ellipsis).End"
"(*go/types.Checker).stmt" "(*go/ast.ChanType).End"
"(*go/types.Checker).stmt" "(*go/ast.InterfaceType).End"
"(*go/types.Checker).stmt" "(*go/ast.UnaryExpr).End"
"(*go/types.Checker).stmt" "(*go/ast.FuncLit).End"
"(*go/types.Checker).stmt" "(*go/ast.CompositeLit).End"
"(*go/types.Checker).stmt" "(*go/ast.KeyValueExpr).End"
"(*go/types.Checker).stmt" "(*go/ast.ParenExpr).End"
"(*go/types.Checker).stmt" "(*go/ast.TypeAssertExpr).End"
"(*go/types.Checker).stmt" "(*go/ast.BinaryExpr).End"
"(*go/types.Checker).stmt" "(*go/ast.BadExpr).Pos"
"(*go/types.Checker).stmt" "(*go/ast.MapType).Pos"
"(*go/types.Checker).stmt" "(*go/ast.StarExpr).End"
"(*go/types.Checker).stmt" "(*go/ast.ArrayType).End"
"(*go/types.Checker).stmt" "(*go/ast.SliceExpr).End"
"(*go/types.Checker).stmt" "(*go/types.Checker).declare"
"(*go/types.Checker).stmt" "(*go/types.Checker).recordImplicit"
"(*go/types.Checker).stmt" "(*go/types.Checker).softErrorf"
"(*go/types.Checker).stmt" "(*go/types.Checker).multipleDefaults"
"(*go/types.Checker).stmt" "go/types.unparen"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).stmt" "(*go/types.Checker).openScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).stmt"
"(*go/types.Checker).stmt" "(*go/types.Checker).stmtList"
"(*go/types.Checker).stmt" "(*go/types.Checker).closeScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).openScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).closeScope"
"(*go/types.Checker).stmt" "(*go/types.Checker).simpleStmt"
"(*go/types.Checker).stmt" "(*go/types.Checker).expr"
"(*go/types.Checker).stmt" "(*go/types.Checker).simpleStmt"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).stmt" "go/types.allBoolean"
"(*go/types.Checker).stmt" "(*go/types.Checker).softErrorf"
"(*go/types.Checker).stmt" "(*go/types.Checker).use"
"(*go/types.Checker).stmt" "(*go/types.Checker).stmt"
"(*go/types.Checker).rangeStmt" "go/types.inNode"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).expr"
"go/types.rangeKeyVal" "go/types.coreType"
"go/types.rangeKeyVal" "go/types.arrayPtrDeref"
"go/types.rangeKeyVal" "go/types.rangeKeyVal$1"
"go/types.rangeKeyVal" "go/types.isString"
"go/types.rangeKeyVal" "go/types.isInteger"
"go/types.rangeKeyVal" "go/types.rangeKeyVal$1"
"(*go/types.Checker).rangeStmt$2" "(*go/types.Checker).allowVersion"
"go/types.rangeKeyVal" "(*go/types.Checker).rangeStmt$2"
"go/types.rangeKeyVal" "go/types.rangeKeyVal$1"
"go/types.rangeKeyVal" "(*go/types.Signature).Recv"
"go/types.rangeKeyVal" "go/types.assert"
"go/types.rangeKeyVal" "(*go/types.Signature).Params"
"go/types.rangeKeyVal" "(*go/types.Tuple).Len"
"go/types.rangeKeyVal" "go/types.rangeKeyVal$1"
"go/types.rangeKeyVal" "go/types.rangeKeyVal$1"
"go/types.rangeKeyVal" "(*go/types.Signature).Params"
"go/types.rangeKeyVal" "(*go/types.Tuple).At"
"go/types.rangeKeyVal" "(*go/types.object).Type"
"go/types.rangeKeyVal$2" "go/types.coreType"
"go/types.rangeKeyVal" "go/types.rangeKeyVal$2"
"go/types.rangeKeyVal" "go/types.rangeKeyVal$1"
"go/types.rangeKeyVal" "(*go/types.Signature).Results"
"go/types.rangeKeyVal" "(*go/types.Tuple).Len"
"go/types.rangeKeyVal" "(*go/types.Signature).Params"
"go/types.rangeKeyVal" "(*go/types.Tuple).At"
"go/types.rangeKeyVal" "(*go/types.object).Type"
"go/types.rangeKeyVal" "go/types.rangeKeyVal$2"
"go/types.rangeKeyVal" "(*go/types.Signature).Recv"
"go/types.rangeKeyVal" "go/types.assert"
"go/types.rangeKeyVal" "(*go/types.Signature).Params"
"go/types.rangeKeyVal" "(*go/types.Tuple).Len"
"go/types.rangeKeyVal" "go/types.rangeKeyVal$1"
"go/types.rangeKeyVal" "go/types.rangeKeyVal$1"
"go/types.rangeKeyVal" "(*go/types.Signature).Results"
"go/types.rangeKeyVal" "(*go/types.Tuple).Len"
"go/types.rangeKeyVal" "(*go/types.Signature).Params"
"go/types.rangeKeyVal" "(*go/types.Tuple).Len"
"go/types.rangeKeyVal" "(*go/types.Signature).Results"
"go/types.rangeKeyVal" "(*go/types.Tuple).At"
"go/types.rangeKeyVal" "(*go/types.object).Type"
"go/types.rangeKeyVal" "go/types.isBoolean"
"go/types.rangeKeyVal" "(*go/types.Signature).Params"
"go/types.rangeKeyVal" "(*go/types.Tuple).At"
"go/types.rangeKeyVal" "(*go/types.object).Type"
"go/types.rangeKeyVal" "(*go/types.Signature).Params"
"go/types.rangeKeyVal" "(*go/types.Tuple).Len"
"go/types.rangeKeyVal" "(*go/types.Signature).Params"
"go/types.rangeKeyVal" "(*go/types.Tuple).At"
"go/types.rangeKeyVal" "(*go/types.object).Type"
"(*go/types.Checker).rangeStmt" "go/types.rangeKeyVal"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).openScope"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).closeScope"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).softErrorf"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).softErrorf"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).softErrorf"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).softErrorf"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).softErrorf"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).softErrorf"
"(*go/types.Checker).rangeStmt" "go/types.isInteger"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).stmt"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).rangeStmt$1"
"(*go/types.Checker).rangeStmt" "(*go/ast.Ident).Pos"
"(*go/types.Checker).rangeStmt" "go/types.NewVar"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).recordDef"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).errorf"
"(*go/types.Checker).rangeStmt" "(*go/ast.Ident).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.BasicLit).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.FuncType).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.SelectorExpr).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.CallExpr).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.IndexExpr).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.IndexListExpr).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.Ellipsis).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.ChanType).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.InterfaceType).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.UnaryExpr).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.FuncLit).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.CompositeLit).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.KeyValueExpr).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.ParenExpr).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.TypeAssertExpr).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.BinaryExpr).Pos"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).assignVar"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).assignVar"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).assignment"
"(*go/types.Checker).rangeStmt" "(*go/ast.ArrayType).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.SliceExpr).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.StructType).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.StarExpr).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.MapType).Pos"
"(*go/types.Checker).rangeStmt" "(*go/ast.BadExpr).Pos"
"(*go/types.Checker).rangeStmt" "go/types.NewVar"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).initVar"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).initVar"
"(*go/types.Checker).rangeStmt" "(*go/ast.BlockStmt).Pos"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).error"
"(*go/types.Checker).rangeStmt" "(*go/types.Checker).declare"
"(*go/types.Checker).stmt" "(*go/types.Checker).rangeStmt"
"(*go/types.Checker).stmt" "(*go/types.Checker).error"
"(*go/types.Checker).stmt" "(*go/ast.StructType).Pos"
"(*go/types.Checker).stmt" "(*go/ast.StructType).End"
"(*go/types.Checker).stmtList" "(*go/types.Checker).stmt"
"(*go/types.Checker).funcBody" "(*go/types.Checker).stmtList"
"(*go/types.Checker).labels" "(*go/ast.BlockStmt).Pos"
"(*go/types.Checker).labels" "(*go/ast.BlockStmt).End"
"(*go/types.Checker).labels" "go/types.NewScope"
"(*go/types.Checker).blockBranches$4" "(*go/ast.GenDecl).Pos"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$1"
"(*go/types.Checker).blockBranches$4" "(*go/ast.Ident).Pos"
"(*go/types.Checker).blockBranches$4" "go/types.NewLabel"
"(*go/types.Checker).blockBranches$4" "(*go/types.Scope).Insert"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$4"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).softErrorf"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).reportAltDecl"
"(*go/types.block).insert" "(*go/types.block).gotoTarget"
"(*go/types.block).insert" "go/types.assert"
"(*go/types.Checker).blockBranches$4" "(*go/types.block).insert"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).recordDef"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).recordUse"
"(*go/types.Checker).blockBranches$2" "(go/token.Pos).IsValid"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$2"
"(*go/types.Checker).blockBranches$4" "(*go/token.FileSet).Position"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).softErrorf"
"(*go/types.Checker).blockBranches$4" "(*go/types.Scope).Lookup"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).recordUse"
"(*go/types.Checker).blockBranches$4" "(*go/types.block).enclosingTarget"
"(*go/types.Checker).blockBranches$4" "(*go/types.block).enclosingTarget"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).errorf"
"(*go/types.Checker).blockBranches$4" "(*go/types.block).gotoTarget"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).errorf"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).errorf"
"(*go/types.Checker).blockBranches$4" "(*go/ast.AssignStmt).Pos"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$1"
"(*go/types.Checker).blockBranches$3" "(*go/types.Checker).blockBranches"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$3"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$4"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$4"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$3"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$4"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$4"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$3"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$4"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$4"
"(*go/types.Checker).blockBranches$4" "(*go/types.Checker).blockBranches$4"
"(*go/types.Checker).blockBranches" "(*go/types.Checker).blockBranches$4"
"(*go/types.Checker).labels" "(*go/types.Checker).blockBranches"
"(*go/types.Checker).labels" "(*go/types.Scope).Lookup"
"(*go/types.Checker).labels" "(*go/types.Checker).errorf"
"(*go/types.Checker).labels" "go/types.resolve"
"(*go/types.Checker).labels" "(*go/types.Checker).softErrorf"
"(*go/types.Checker).funcBody" "(*go/types.Checker).labels"
"(*go/types.Checker).funcBody" "(*go/types.Tuple).Len"
"(*go/types.Checker).funcBody" "(*go/types.Checker).error"
"(*go/types.Checker).usage" "go/types.resolve"
"(*go/types.Checker).usage" "sort.Slice"
"(*go/types.Checker).usage" "(*go/types.Checker).softErrorf"
"(*go/types.Checker).usage" "(*go/types.Checker).usage"
"(*go/types.Checker).funcBody" "(*go/types.Checker).usage"
"(*go/types.Checker).isTerminating" "(*go/types.Checker).isTerminating"
"(*go/types.Checker).isTerminating" "go/types.unparen"
"(*go/types.Checker).isTerminatingList" "(*go/types.Checker).isTerminating"
"(*go/types.Checker).isTerminating" "(*go/types.Checker).isTerminatingList"
"(*go/types.Checker).isTerminating" "(*go/types.Checker).isTerminating"
"(*go/types.Checker).isTerminating" "(*go/types.Checker).isTerminating"
"(*go/types.Checker).isTerminatingSwitch" "(*go/types.Checker).isTerminatingList"
"go/types.hasBreak" "go/types.hasBreak"
"go/types.hasBreak" "go/types.hasBreakList"
"go/types.hasBreak" "go/types.hasBreak"
"go/types.hasBreak" "go/types.hasBreak"
"go/types.hasBreak" "go/types.hasBreakList"
"go/types.hasBreak" "go/types.hasBreak"
"go/types.hasBreak" "go/types.hasBreak"
"go/types.hasBreak" "go/types.hasBreakList"
"go/types.hasBreak" "go/types.hasBreak"
"go/types.hasBreak" "go/types.hasBreak"
"go/types.hasBreak" "go/types.unreachable"
"go/types.hasBreak" "go/types.hasBreak"
"go/types.hasBreakList" "go/types.hasBreak"
"(*go/types.Checker).isTerminatingSwitch" "go/types.hasBreakList"
"(*go/types.Checker).isTerminating" "(*go/types.Checker).isTerminatingSwitch"
"(*go/types.Checker).isTerminating" "(*go/types.Checker).isTerminatingSwitch"
"(*go/types.Checker).isTerminating" "(*go/types.Checker).isTerminatingList"
"(*go/types.Checker).isTerminating" "go/types.hasBreakList"
"(*go/types.Checker).isTerminating" "go/types.unreachable"
"(*go/types.Checker).isTerminating" "go/types.hasBreak"
"(*go/types.Checker).funcBody" "(*go/types.Checker).isTerminating"
"(*go/types.Checker).funcDecl$1" "(*go/types.Checker).funcBody"
"runtime.tryRecordGoroutineProfile" "(*go/types.Checker).funcDecl$1"
"runtime.tryRecordGoroutineProfile" "(*log/slog.Level).parse$1"
"runtime.tryRecordGoroutineProfile" "runtime.gcStart$2"
"runtime.tryRecordGoroutineProfile" "(*internal/godebug.Setting).Value$1"
"runtime.tryRecordGoroutineProfile" "golang.org/x/tools/go/packages.goListDriver$1"
"runtime.tryRecordGoroutineProfile" "runtime.sweepone$1"
"runtime.tryRecordGoroutineProfile" "flag.isZeroValue$1"
"runtime.tryRecordGoroutineProfile" "go/parser.ParseFile$1"
"runtime.tryRecordGoroutineProfile" "syscall.libc_read_trampoline"
"runtime.tryRecordGoroutineProfile" "syscall.libc_recvmsg_trampoline"
"runtime.tryRecordGoroutineProfile" "syscall.libc_open_trampoline"
"runtime.tryRecordGoroutineProfile" "sync.poolCleanup"
"runtime.tryRecordGoroutineProfile" "syscall.libc_getsockopt_trampoline"
"runtime.tryRecordGoroutineProfile" "(*go/types.Checker).objDecl$2"
"runtime.tryRecordGoroutineProfile" "syscall.libc_close_trampoline"
"runtime.tryRecordGoroutineProfile" "(*internal/godebug.Setting).IncNonDefault"
"runtime.tryRecordGoroutineProfile" "(*encoding/json.encodeState).marshal$1"
"runtime.tryRecordGoroutineProfile" "syscall.libc_dup_trampoline"
"runtime.tryRecordGoroutineProfile" "syscall.libc_readdir_r_trampoline"
"runtime.tryRecordGoroutineProfile" "syscall.libc_sendmsg_trampoline"
"runtime.tryRecordGoroutineProfile" "runtime.callers$1"
"runtime.tryRecordGoroutineProfile" "(*flag.FlagSet).defaultUsage"
"runtime.tryRecordGoroutineProfile" "syscall.libc_shutdown_trampoline"
"runtime.tryRecordGoroutineProfile" "syscall.libc_munmap_trampoline"
"runtime.tryRecordGoroutineProfile" "runtime.casgstatus$1"
"runtime.tryRecordGoroutineProfile" "(*go/types.Checker).validCycle$1"
"runtime.tryRecordGoroutineProfile" "syscall.libc_fchdir_trampoline"
"runtime.tryRecordGoroutineProfile" "runtime.SetFinalizer$2"
"runtime.tryRecordGoroutineProfile" "syscall.libc_ftruncate_trampoline"
"runtime.tryRecordGoroutineProfile" "syscall.libc_fcntl_trampoline"
"runtime.tryRecordGoroutineProfile" "syscall.libc_setrlimit_trampoline"
"runtime.tryRecordGoroutineProfile" "syscall.libc_accept_trampoline"
"runtime.tryRecordGoroutineProfile" "golang.org/x/tools/go/packages.goListDriver$2"
"runtime.tryRecordGoroutineProfile" "(*go/types.Checker).objDecl$1"
"runtime.tryRecordGoroutineProfile" "(*go/types.StdSizes).Alignof$1"
"runtime.tryRecordGoroutineProfile" "syscall.copyenv"
"runtime.tryRecordGoroutineProfile" "syscall.libc_fchown_trampoline"
"runtime.tryRecordGoroutineProfile" "runtime.nanotime_trampoline"
"runtime.tryRecordGoroutineProfile" "runtime.acquirem"
"(*runtime.goroutineProfileStateHolder).CompareAndSwap" "(*runtime/internal/atomic.Uint32).CompareAndSwap"
"runtime.tryRecordGoroutineProfile" "(*runtime.goroutineProfileStateHolder).CompareAndSwap"
"runtime.doRecordGoroutineProfile" "runtime.readgstatus"
"runtime.doRecordGoroutineProfile" "runtime.throw"
"runtime.doRecordGoroutineProfile" "(*runtime/internal/atomic.Int64).Add"
"runtime.doRecordGoroutineProfile" "runtime.systemstack"
"runtime.tryRecordGoroutineProfile" "runtime.doRecordGoroutineProfile"
"(*runtime.goroutineProfileStateHolder).Store" "(*runtime/internal/atomic.Uint32).Store"
"runtime.tryRecordGoroutineProfile" "(*runtime.goroutineProfileStateHolder).Store"
"runtime.tryRecordGoroutineProfile" "runtime.releasem"
"runtime.tryRecordGoroutineProfile" "runtime.exit_trampoline"
"runtime.tryRecordGoroutineProfile" "runtime.wbBufFlush$1"
"runtime.tryRecordGoroutineProfile" "(*runtime.sweepLocked).sweep$1"
"runtime.tryRecordGoroutineProfile" "(*runtime.sweepLocked).sweep$2"
"runtime.tryRecordGoroutineProfile" "runtime.gcBgMarkWorker$2"
"runtime.tryRecordGoroutineProfile" "runtime.mspinning"
"runtime.tryRecordGoroutineProfile" "reflect.embeddedIfaceMethStub"
"runtime.tryRecordGoroutineProfile" "(*internal/godebug.Setting).register"
"runtime.tryRecordGoroutineProfile" "runtime.persistentalloc$1"
"runtime.tryRecordGoroutineProfile" "(*log/slog.handleState).appendValue$1"
"runtime.tryRecordGoroutineProfile" "(*golang.org/x/sync/errgroup.Group).Go$1$1"
"runtime.tryRecordGoroutineProfile" "(*golang.org/x/tools/go/packages.golistState).getGoVersion$1"
"runtime.tryRecordGoroutineProfile" "(*go/types.Checker).collectTypeParams$1"
"runtime.tryRecordGoroutineProfile" "(*go/types.Checker).funcType$2"
"runtime.tryRecordGoroutineProfile" "runtime.usleep_trampoline"
"runtime.tryRecordGoroutineProfile" "runtime.doRecordGoroutineProfile$1"
"runtime.tryRecordGoroutineProfile" "runtime.pthread_mutex_init_trampoline"
"runtime.tryRecordGoroutineProfile" "runtime.pthread_cond_init_trampoline"
"runtime.tryRecordGoroutineProfile" "runtime.pthread_mutex_lock_trampoline"
"runtime.tryRecordGoroutineProfile" "runtime.pthread_mutex_unlock_trampoline"
"runtime.tryRecordGoroutineProfile" "runtime.pthread_cond_wait_trampoline"
"runtime.tryRecordGoroutineProfile" "runtime.pthread_cond_timedwait_relative_np_trampoline"
"runtime.tryRecordGoroutineProfile" "runtime._LostContendedRuntimeLock"
